id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii,osm_id
577,الدويرة,Douira,الدرارية,Draria,16,الجزائر,Alger,2027854582
578,الدرارية,Draria,الدرارية,Draria,16,الجزائر,Alger,544766
579,العاشور,El Achour,الدرارية,Draria,16,الجزائر,Alger,544815
580,الابيار,El Biar,بوزريعة,Bouzareah,16,الجزائر,Alger,545878
581,الحراش,El Harrach,الحراش,El Harrach,16,الجزائر,Alger,2712669
582,المدنية,El Madania,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger,545892
583,المغارية,El Magharia,حسين داي,Hussein Dey,16,الجزائر,Alger,542689
584,المرسى,El Marsa,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,157462
585,المرادية,El Mouradia,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger,545891
586,الحمامات,Hammamet,الشراقة,Cheraga,16,الجزائر,Alger,542467
587,هراوة,Herraoua,الرويبة,Rouiba,16,الجزائر,Alger,157456
588,حسين داي,Hussein Dey,حسين داي,Hussein Dey,16,الجزائر,Alger,157086
589,حيدرة,Hydra,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger,545879
590,الخرايسية,Khraissia,الدرارية,Draria,16,الجزائر,Alger,541085
591,القبة,Kouba,حسين داي,Hussein Dey,16,الجزائر,Alger,545895
592,الكاليتوس,Les Eucalyptus,براقي,Baraki,16,الجزائر,Alger,157532
593,المعالمة,Maalma,زرالدة,Zeralda,16,الجزائر,Alger,241459
594,محمد بلوزداد,Mohamed Belouzdad,حسين داي,Hussein Dey,16,الجزائر,Alger,157175
595,المحمدية,Mohammadia,الدار البيضاء,Dar El Beida,16,الجزائر,Alger,6668180
596,وادي قريش,Oued Koriche,باب الوادي,Bab El Oued,16,الجزائر,Alger,157186
597,وادي السمار,Oued Smar,الحراش,El Harrach,16,الجزائر,Alger,157521
598,اولاد شبل,Ouled Chebel,بئر توتة,Birtouta,16,الجزائر,Alger,540556
599,اولاد فايت,Ouled Fayet,الشراقة,Cheraga,16,الجزائر,Alger,541087
600,الرحمانية,Rahmania,زرالدة,Zeralda,16,الجزائر,Alger,241470
601,الرايس حميدو,Rais Hamidou,باب الوادي,Bab El Oued,16,الجزائر,Alger,548025
602,رغاية,Reghaia,الرويبة,Rouiba,16,الجزائر,Alger,157452
603,الرويبة,Rouiba,الرويبة,Rouiba,16,الجزائر,Alger,157480
604,السحاولة,Sehaoula,بئر مراد رايس,Bir Mourad Rais,16,الجزائر,Alger,541102
605,سيدي امحمد,Sidi M'hamed,سيدي امحمد,Sidi M'hamed,16,الجزائر,Alger,157182
606,سيدي موسى,Sidi Moussa,براقي,Baraki,16,الجزائر,Alger,540549
607,سويدانية,Souidania,زرالدة,Zeralda,16,الجزائر,Alger,540526
608,سطاوالي,Staoueli,زرالدة,Zeralda,16,الجزائر,Alger,540527
609,تسالة المرجة,Tessala El Merdja,بئر توتة,Birtouta,16,الجزائر,Alger,540604
610,زرالدة,Zeralda,زرالدة,Zeralda,16,الجزائر,Alger,241408
611,عين الشهداء,Ain Chouhada,الادريسية,El Idrissia,17,الجلفة,Djelfa,6533498
612,عين الإبل,Ain El Ibel,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa,6533499
613,عين فقه,Ain Fekka,حد الصحاري,Had Sahary,17,الجلفة,Djelfa,6533500
614,عين معبد,Ain Maabed,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa,6533501
615,عين وسارة,Ain Oussera,عين وسارة,Ain Oussera,17,الجلفة,Djelfa,6533502
616,عمورة,Amourah,فيض البطمة,Faidh El Botma,17,الجلفة,Djelfa,6533497
617,بنهار,Benhar,بيرين,Birine,17,الجلفة,Djelfa,6533503
618,بن يعقوب,Benyagoub,الشارف,Charef,17,الجلفة,Djelfa,6533504
619,بيرين,Birine,بيرين,Birine,17,الجلفة,Djelfa,3790840624
620,بويرة الأحداب,Bouira Lahdab,حد الصحاري,Had Sahary,17,الجلفة,Djelfa,6533506
621,الشارف,Charef,الشارف,Charef,17,الجلفة,Djelfa,6533507
622,دار الشيوخ,Dar Chioukh,دار الشيوخ,Dar Chioukh,17,الجلفة,Djelfa,6533508
623,دلدول,Deldoul,مسعد,Messaad,17,الجلفة,Djelfa,6533509
624,الجلفة,Djelfa,الجلفة,Djelfa,17,الجلفة,Djelfa,6533510
625,دويس,Douis,الادريسية,El Idrissia,17,الجلفة,Djelfa,6533511
626,القديد,El Guedid,الشارف,Charef,17,الجلفة,Djelfa,6533512
627,الادريسية,El Idrissia,الادريسية,El Idrissia,17,الجلفة,Djelfa,6533513
628,الخميس,El Khemis,سيدي لعجال,Sidi Laadjel,17,الجلفة,Djelfa,6533514
629,فيض البطمة,Faidh El Botma,فيض البطمة,Faidh El Botma,17,الجلفة,Djelfa,6533515
630,قرنيني,Guernini,عين وسارة,Ain Oussera,17,الجلفة,Djelfa,6533516
631,قطارة,Guettara,مسعد,Messaad,17,الجلفة,Djelfa,6533517
632,حد الصحاري,Had Sahary,حد الصحاري,Had Sahary,17,الجلفة,Djelfa,6533518
633,حاسي بحبح,Hassi Bahbah,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa,6533519
634,حاسي العش,Hassi El Euch,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa,6533520
635,حاسي فدول,Hassi Fedoul,سيدي لعجال,Sidi Laadjel,17,الجلفة,Djelfa,6533521
636,مسعد,Messaad,مسعد,Messaad,17,الجلفة,Djelfa,6533523
637,مليليحة,M'liliha,دار الشيوخ,Dar Chioukh,17,الجلفة,Djelfa,6533522
638,مجبارة,Moudjebara,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa,6533524
639,أم العظام,Oum Laadham,فيض البطمة,Faidh El Botma,17,الجلفة,Djelfa,6533525
640,سد الرحال,Sed Rahal,مسعد,Messaad,17,الجلفة,Djelfa,6533526
641,سلمانة,Selmana,مسعد,Messaad,17,الجلفة,Djelfa,6533527
642,سيدي بايزيد,Sidi Baizid,دار الشيوخ,Dar Chioukh,17,الجلفة,Djelfa,6533528
643,سيدي لعجال,Sidi Laadjel,سيدي لعجال,Sidi Laadjel,17,الجلفة,Djelfa,6533529
644,تعظميت,Taadmit,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa,6533530
645,زعفران,Zaafrane,حاسي بحبح,Hassi Bahbah,17,الجلفة,Djelfa,6533532
646,زكار,Zaccar,عين الإبل,Ain El Ibel,17,الجلفة,Djelfa,6533531
647,برج الطهر,Bordj T'har,الشقفة,Chekfa,18,جيجل,Jijel,6669719
648,بودريعة بني  ياجيس,Boudria Beniyadjis,جيملة,Djimla,18,جيجل,Jijel,5802582
649,بوراوي بلهادف,Bouraoui Belhadef,العنصر,El Ancer,18,جيجل,Jijel,6669720
650,بوسيف أولاد عسكر,Boussif Ouled Askeur,الطاهير,Taher,18,جيجل,Jijel,6024238
651,الشحنة,Chahna,الطاهير,Taher,18,جيجل,Jijel,6024234
652,الشقفة,Chekfa,الشقفة,Chekfa,18,جيجل,Jijel,6669721
653,الجمعة بني حبيبي,Djemaa Beni Habibi,العنصر,El Ancer,18,جيجل,Jijel,6669722
654,جيملة,Djimla,جيملة,Djimla,18,جيجل,Jijel,6024221
655,العنصر,El Ancer,العنصر,El Ancer,18,جيجل,Jijel,6669723
656,العوانة,El Aouana,العوانة,El Aouana,18,جيجل,Jijel,5806798
657,القنار نشفي,El Kennar Nouchfi,الشقفة,Chekfa,18,جيجل,Jijel,6669724
658,الميلية,El Milia,الميلية,El Milia,18,جيجل,Jijel,6669725
659,الامير عبد القادر,Emir Abdelkader,الطاهير,Taher,18,جيجل,Jijel,6024202
660,أراقن سويسي,Erraguene Souissi,زيامة منصورية,Ziamah Mansouriah,18,جيجل,Jijel,5802951
661,غبالة,Ghebala,السطارة,Settara,18,جيجل,Jijel,6669726
662,جيجل,Jijel,جيجل,Jijel,18,جيجل,Jijel,1982669
663,قاوس,Kaous,تاكسنة,Texenna,18,جيجل,Jijel,5803898
664,خيري واد عجول,Khiri Oued Adjoul,العنصر,El Ancer,18,جيجل,Jijel,6669727
665,وجانة,Oudjana,الطاهير,Taher,18,جيجل,Jijel,6024233
666,أولاد رابح,Ouled Rabah,سيدي معروف,Sidi Marouf,18,جيجل,Jijel,6669728
667,أولاد يحيى خدروش,Ouled Yahia Khadrouch,الميلية,El Milia,18,جيجل,Jijel,6669729
668,سلمى بن زيادة,Selma Benziada,العوانة,El Aouana,18,جيجل,Jijel,5806878
669,السطارة,Settara,السطارة,Settara,18,جيجل,Jijel,6669730
670,سيدي عبد العزيز,Sidi Abdelaziz,الشقفة,Chekfa,18,جيجل,Jijel,6669731
671,سيدي معروف,Sidi Marouf,سيدي معروف,Sidi Marouf,18,جيجل,Jijel,6669732
672,الطاهير,Taher,الطاهير,Taher,18,جيجل,Jijel,6024211
673,تاكسنة,Texenna,تاكسنة,Texenna,18,جيجل,Jijel,5803876
674,زيامة منصورية,Ziama Mansouriah,زيامة منصورية,Ziamah Mansouriah,18,جيجل,Jijel,5806875
675,عين عباسة,Ain Abessa,عين أرنات,Ain Arnat,19,سطيف,Sétif,1620848
676,عين أرنات,Ain Arnat,عين أرنات,Ain Arnat,19,سطيف,Sétif,1618289
677,عين أزال,Ain Azel,عين أزال,Ain Azel,19,سطيف,Sétif,4298137
678,عين الكبيرة,Ain El Kebira,عين الكبيرة,Ain El Kebira,19,سطيف,Sétif,1625323
679,عين الحجر,Ain Lahdjar,عين أزال,Ain Azel,19,سطيف,Sétif,4308805
680,عين ولمان,Ain Oulmene,عين ولمان,Ain Oulmene,19,سطيف,Sétif,4307775
681,عين لقراج,Ain-Legradj,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif,1625385
682,عين الروى,Ain-Roua,بوقاعة,Bougaa,19,سطيف,Sétif,1625347
683,عين السبت,Ain-Sebt,بني عزيز,Beni Aziz,19,سطيف,Sétif,1618549
684,أيت نوال مزادة,Ait Naoual Mezada,بوعنداس,Bouandas,19,سطيف,Sétif,1625366
685,ايت تيزي,Ait-Tizi,بوعنداس,Bouandas,19,سطيف,Sétif,1625360
686,عموشة,Amoucha,عموشة,Amoucha,19,سطيف,Sétif,1625324
687,بابور,Babor,بابور,Babor,19,سطيف,Sétif,1620770
688,بازر سكرة,Bazer-Sakra,العلمة,El Eulma,19,سطيف,Sétif,1618476
689,بيضاء برج,Beidha Bordj,عين أزال,Ain Azel,19,سطيف,Sétif,4297917
690,بلاعة,Bellaa,بئر العرش,Bir El Arch,19,سطيف,Sétif,1618501
691,بني شبانة,Beni Chebana,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif,1625370
692,بني فودة,Beni Fouda,جميلة,Djemila,19,سطيف,Sétif,1618261
693,بني ورتيلان,Beni Ourtilane,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif,1625374
694,بني وسين,Beni Oussine,بوقاعة,Bougaa,19,سطيف,Sétif,1625407
695,بني عزيز,Beni-Aziz,بني عزيز,Beni Aziz,19,سطيف,Sétif,1618551
696,بني موحلي,Beni-Mouhli,بني ورتيلان,Beni Ourtilane,19,سطيف,Sétif,1625369
697,بئر حدادة,Bir Haddada,عين أزال,Ain Azel,19,سطيف,Sétif,4307792
698,بئر العرش,Bir-El-Arch,بئر العرش,Bir El Arch,19,سطيف,Sétif,1618480
699,بوعنداس,Bouandas,بوعنداس,Bouandas,19,سطيف,Sétif,2449042
700,بوقاعة,Bougaa,بوقاعة,Bougaa,19,سطيف,Sétif,1625406
701,بوسلام,Bousselam,بوعنداس,Bouandas,19,سطيف,Sétif,1625368
702,بوطالب,Boutaleb,صالح باي,Salah Bey,19,سطيف,Sétif,1625414
703,الدهامشة,Dehamcha,عين الكبيرة,Ain El Kebira,19,سطيف,Sétif,1625322
704,جميلة,Djemila,جميلة,Djemila,19,سطيف,Sétif,1618540
705,ذراع قبيلة,Draa-Kebila,حمام قرقور,Hammam Guergour,19,سطيف,Sétif,1625410
706,العلمة,El Eulma,العلمة,El Eulma,19,سطيف,Sétif,1617600
707,أوريسيا,El Ouricia,عين أرنات,Ain Arnat,19,سطيف,Sétif,1618273
708,الولجة,El-Ouldja,بئر العرش,Bir El Arch,19,سطيف,Sétif,1618537
709,قلال,Guellal,عين ولمان,Ain Oulmene,19,سطيف,Sétif,4298222
710,قلتة زرقاء,Guelta Zerka,العلمة,El Eulma,19,سطيف,Sétif,1618503
711,قنزات,Guenzet,قنزات,Guenzet,19,سطيف,Sétif,1625389
712,قجال,Guidjel,قجال,Guidjel,19,سطيف,Sétif,1618383
713,حمام السخنة,Hamam Soukhna,حمام السخنة,Hammam Sokhna,19,سطيف,Sétif,1618534
714,الحامة,Hamma,صالح باي,Salah Bey,19,سطيف,Sétif,1625413
715,حمام قرقور,Hammam Guergour,حمام قرقور,Hammam Guergour,19,سطيف,Sétif,1625403
716,حربيل,Harbil,قنزات,Guenzet,19,سطيف,Sétif,1625394
717,قصر الابطال,Kasr El Abtal,عين ولمان,Ain Oulmene,19,سطيف,Sétif,4307617
718,معاوية,Maaouia,بني عزيز,Beni Aziz,19,سطيف,Sétif,1618547
719,ماوكلان,Maouaklane,ماوكلان,Maoklane,19,سطيف,Sétif,1625349
720,مزلوق,Mezloug,عين أرنات,Ain Arnat,19,سطيف,Sétif,1618321
721,واد البارد,Oued El Bared,عموشة,Amoucha,19,سطيف,Sétif,1620801
722,أولاد عدوان,Ouled Addouane,عين الكبيرة,Ain El Kebira,19,سطيف,Sétif,1625325
723,أولاد صابر,Ouled Sabor,قجال,Guidjel,19,سطيف,Sétif,1617605
724,أولاد سي أحمد,Ouled Si Ahmed,عين ولمان,Ain Oulmene,19,سطيف,Sétif,4307666
725,أولاد تبان,Ouled Tebben,صالح باي,Salah Bey,19,سطيف,Sétif,4308847
726,الرصفة,Rosfa,صالح باي,Salah Bey,19,سطيف,Sétif,4308871
727,صالح باي,Salah Bey,صالح باي,Salah Bey,19,سطيف,Sétif,4308872
728,سرج الغول,Serdj-El-Ghoul,بابور,Babor,19,سطيف,Sétif,1620746
729,سطيف,Setif,سطيف,Setif,19,سطيف,Sétif,1617602
730,تاشودة,Tachouda,بئر العرش,Bir El Arch,19,سطيف,Sétif,2670866
731,تالة إيفاسن,Tala-Ifacene,ماوكلان,Maoklane,19,سطيف,Sétif,1625353
732,الطاية,Taya,حمام السخنة,Hammam Sokhna,19,سطيف,Sétif,1618535
733,التلة,Tella,حمام السخنة,Hammam Sokhna,19,سطيف,Sétif,1618532
734,تيزي نبشار,Tizi N'bechar,عموشة,Amoucha,19,سطيف,Sétif,1620847
735,عين الحجر,Ain El Hadjar,عين الحجر,Ain El Hadjar,20,سعيدة,Saïda,6544862
736,عين السخونة,Ain Sekhouna,الحساسنة,El Hassasna,20,سعيدة,Saïda,6544863
737,عين السلطان,Ain Soltane,أولاد ابراهيم,Ouled Brahim,20,سعيدة,Saïda,6544864
738,دوي ثابت,Doui Thabet,يوب,Youb,20,سعيدة,Saïda,6544865
739,الحساسنة,El Hassasna,الحساسنة,El Hassasna,20,سعيدة,Saïda,6544866
740,هونت,Hounet,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda,6544867
741,المعمورة,Maamora,الحساسنة,El Hassasna,20,سعيدة,Saïda,6544868
742,مولاي العربي,Moulay Larbi,عين الحجر,Ain El Hadjar,20,سعيدة,Saïda,6544869
743,أولاد إبراهيم,Ouled Brahim,أولاد ابراهيم,Ouled Brahim,20,سعيدة,Saïda,6544870
744,أولاد خالد,Ouled Khaled,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda,6544871
745,سعيدة,Saida,سعيدة,Saida,20,سعيدة,Saïda,2442917
746,سيدي احمد,Sidi Ahmed,عين الحجر,Ain El Hadjar,20,سعيدة,Saïda,6544872
747,سيدي عمر,Sidi Amar,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda,6544873
748,سيدي بوبكر,Sidi Boubekeur,سيدي بوبكر,Sidi Boubekeur,20,سعيدة,Saïda,6544874
749,تيرسين,Tircine,أولاد ابراهيم,Ouled Brahim,20,سعيدة,Saïda,6544875
750,يوب,Youb,يوب,Youb,20,سعيدة,Saïda,6544876
751,عين بوزيان,Ain Bouziane,سيدي مزغيش,Sidi Mezghiche,21,سكيكدة,Skikda,6543275
752,عين شرشار,Ain Charchar,عزابة,Azzaba,21,سكيكدة,Skikda,6543276
753,عين قشرة,Ain Kechra,عين قشرة,Ain Kechra,21,سكيكدة,Skikda,6543277
754,عين زويت,Ain Zouit,الحدائق,El Hadaiek,21,سكيكدة,Skikda,6543278
755,عزابة,Azzaba,عزابة,Azzaba,21,سكيكدة,Skikda,6543279
756,بكوش لخضر,Bekkouche Lakhdar,بن عزوز,Ben Azzouz,21,سكيكدة,Skikda,6437423
757,بن عزوز,Ben Azzouz,بن عزوز,Ben Azzouz,21,سكيكدة,Skikda,5170972
758,بني بشير,Beni Bechir,رمضان جمال,Ramdane Djamel,21,سكيكدة,Skikda,6543280
759,بني ولبان,Beni Oulbane,سيدي مزغيش,Sidi Mezghiche,21,سكيكدة,Skikda,6543281
760,بني زيد,Beni Zid,القل,Collo,21,سكيكدة,Skikda,6543282
761,بين الويدان,Bin El Ouiden,تمالوس,Tamalous,21,سكيكدة,Skikda,6543283
762,بوشطاطة,Bouchetata,الحدائق,El Hadaiek,21,سكيكدة,Skikda,6543284
763,الشرايع,Cheraia,القل,Collo,21,سكيكدة,Skikda,6407346
764,القل,Collo,القل,Collo,21,سكيكدة,Skikda,6407308
765,جندل سعدي محمد,Djendel Saadi Mohamed,عزابة,Azzaba,21,سكيكدة,Skikda,5173305
766,الحروش,El Arrouch,الحروش,El Harrouch,21,سكيكدة,Skikda,6543287
767,الغدير,El Ghedir,عزابة,Azzaba,21,سكيكدة,Skikda,6543285
768,الحدائق,El Hadaiek,الحدائق,El Hadaiek,21,سكيكدة,Skikda,6543286
769,المرسى,El Marsa,بن عزوز,Ben Azzouz,21,سكيكدة,Skikda,4813524
770,مجاز الدشيش,Emjez Edchich,الحروش,El Harrouch,21,سكيكدة,Skikda,6543288
771,السبت,Es Sebt,عزابة,Azzaba,21,سكيكدة,Skikda,6543289
772,فلفلة,Filfila,سكيكدة,Skikda,21,سكيكدة,Skikda,5174375
773,حمادي كرومة,Hammadi Krouma,سكيكدة,Skikda,21,سكيكدة,Skikda,6543290
774,قنواع,Kanoua,الزيتونة,Zitouna,21,سكيكدة,Skikda,6407549
775,الكركرة,Kerkara,تمالوس,Tamalous,21,سكيكدة,Skikda,6543291
776,خناق مايو,Khenag Maoune,أولاد عطية,Ouled Attia,21,سكيكدة,Skikda,6543292
777,وادي الزهور,Oued Zhour,أولاد عطية,Ouled Attia,21,سكيكدة,Skikda,1332406799
778,الولجة بولبلوط,Ouldja Boulbalout,عين قشرة,Ain Kechra,21,سكيكدة,Skikda,1334529968
779,أولاد عطية,Ouled Attia,أولاد عطية,Ouled Attia,21,سكيكدة,Skikda,6543295
780,أولاد حبابة,Ouled Habbaba,الحروش,El Harrouch,21,سكيكدة,Skikda,6543296
781,أم الطوب,Oum Toub,أم الطوب,Oum Toub,21,سكيكدة,Skikda,6543297
782,رمضان جمال,Ramdane Djamel,رمضان جمال,Ramdane Djamel,21,سكيكدة,Skikda,6543298
783,صالح بو الشعور,Salah Bouchaour,الحروش,El Harrouch,21,سكيكدة,Skikda,6543299
784,سيدي مزغيش,Sidi Mezghiche,سيدي مزغيش,Sidi Mezghiche,21,سكيكدة,Skikda,6543300
785,سكيكدة,Skikda,سكيكدة,Skikda,21,سكيكدة,Skikda,2514757
786,تمالوس,Tamalous,تمالوس,Tamalous,21,سكيكدة,Skikda,6543301
787,زردازة,Zerdezas,الحروش,El Harrouch,21,سكيكدة,Skikda,6543302
788,الزيتونة,Zitouna,الزيتونة,Zitouna,21,سكيكدة,Skikda,6543303
789,عين البرد,Ain El Berd,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès,6661971
790,عين قادة,Ain Kada,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès,6661972
791,عين الثريد,Ain Thrid,تسالة,Tessala,22,سيدي بلعباس,Sidi Bel Abbès,6661973
792,عين تندمين,Ain Tindamine,مولاي سليسن,Moulay Slissen,22,سيدي بلعباس,Sidi Bel Abbès,6661974
793,عين أدن,Ain- Adden,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès,6661970
794,العمارنة,Amarnas,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès,6661969
795,بضرابين المقراني,Bedrabine El Mokrani,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès,6661975
796,بلعربي,Belarbi,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès,6661976
797,بن باديس,Ben Badis,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès,6661977
798,بن عشيبة شلية,Benachiba Chelia,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès,6661978
799,بئر الحمام,Bir El Hammam,مرحوم,Marhoum,22,سيدي بلعباس,Sidi Bel Abbès,6661979
800,بوجبهة البرج,Boudjebaa El Bordj,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès,6661980
801,بوخنفيس,Boukhanefis,سيدي علي بن يوب,Sidi Ali Ben Youb,22,سيدي بلعباس,Sidi Bel Abbès,6661981
802,شيطوان البلايلة,Chetouane Belaila,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès,6661982
803,الضاية,Dhaya,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès,6661983
804,الحصيبة,El Hacaiba,مولاي سليسن,Moulay Slissen,22,سيدي بلعباس,Sidi Bel Abbès,6661984
805,حاسي دحو,Hassi Dahou,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès,6661985
806,حاسي زهانة,Hassi Zahana,بن باديس,Ben Badis,22,سيدي بلعباس,Sidi Bel Abbès,6661986
807,لمطار,Lamtar,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès,6661987
808,مكدرة,Makedra,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès,6661989
809,مرحوم,Marhoum,مرحوم,Marhoum,22,سيدي بلعباس,Sidi Bel Abbès,6661990
810,مسيد,M'cid,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès,6661988
811,مرين,Merine,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès,6661991
812,مزاورو,Mezaourou,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès,6661992
813,مصطفى بن ابراهيم,Mostefa  Ben Brahim,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès,6661993
814,مولاي سليسن,Moulay Slissen,مولاي سليسن,Moulay Slissen,22,سيدي بلعباس,Sidi Bel Abbès,6661994
815,وادي السبع,Oued Sebaa,راس الماء,Ras El Ma,22,سيدي بلعباس,Sidi Bel Abbès,6661995
816,وادي سفيون,Oued Sefioun,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès,6661996
817,وادي تاوريرة,Oued Taourira,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès,6661997
818,راس الماء,Ras El Ma,راس الماء,Ras El Ma,22,سيدي بلعباس,Sidi Bel Abbès,6661998
819,رجم دموش,Redjem Demouche,راس الماء,Ras El Ma,22,سيدي بلعباس,Sidi Bel Abbès,6661999
820,السهالة الثورة,Sehala Thaoura,تسالة,Tessala,22,سيدي بلعباس,Sidi Bel Abbès,6662000
821,سفيزف,Sfisef,سفيزف,Sfisef,22,سيدي بلعباس,Sidi Bel Abbès,6662001
822,سيدي علي بن يوب,Sidi Ali Benyoub,سيدي علي بن يوب,Sidi Ali Ben Youb,22,سيدي بلعباس,Sidi Bel Abbès,6662002
823,سيدي علي بوسيدي,Sidi Ali Boussidi,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès,6662003
824,سيدي بلعباس,Sidi Bel-Abbes,سيدي بلعباس,Sidi Bel Abbes,22,سيدي بلعباس,Sidi Bel Abbès,2361464
825,سيدي ابراهيم,Sidi Brahim,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès,6662004
826,سيدي شعيب,Sidi Chaib,مرحوم,Marhoum,22,سيدي بلعباس,Sidi Bel Abbès,6662005
827,سيدي دحو الزاير,Sidi Dahou Zairs,سيدي علي بوسيدي,Sidi Ali Boussidi,22,سيدي بلعباس,Sidi Bel Abbès,6662006
828,سيدي حمادوش,Sidi Hamadouche,عين البرد,Ain El Berd,22,سيدي بلعباس,Sidi Bel Abbès,6662007
829,سيدي خالد,Sidi Khaled,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès,6662008
830,سيدي لحسن,Sidi Lahcene,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès,6662009
831,سيدي يعقوب,Sidi Yacoub,سيدي لحسن,Sidi Lahcene,22,سيدي بلعباس,Sidi Bel Abbès,6662010
832,طابية,Tabia,سيدي علي بن يوب,Sidi Ali Ben Youb,22,سيدي بلعباس,Sidi Bel Abbès,6662011
833,تاودموت,Taoudmout,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès,6662013
834,تفسور,Tefessour,مرين,Merine,22,سيدي بلعباس,Sidi Bel Abbès,6662012
835,تغاليمت,Teghalimet,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès,6662014
836,تلاغ,Telagh,تلاغ,Telagh,22,سيدي بلعباس,Sidi Bel Abbès,6662015
837,تنيرة,Tenira,تنيرة,Tenira,22,سيدي بلعباس,Sidi Bel Abbès,6662018
838,تسالة,Tessala,تسالة,Tessala,22,سيدي بلعباس,Sidi Bel Abbès,6662016
839,تلموني,Tilmouni,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès,6662017
840,زروالة,Zerouala,مصطفى بن ابراهيم,Mostefa  Ben Brahim,22,سيدي بلعباس,Sidi Bel Abbès,6662019
841,عين الباردة,Ain El Berda,عين الباردة,Ain El Berda,23,عنابة,Annaba,1616090
842,عنابة,Annaba,عنابة,Annaba,23,عنابة,Annaba,1616109
843,برحال,Berrahal,برحال,Berrahal,23,عنابة,Annaba,1616145
844,شطايبي,Chetaibi,شطايبي,Chetaibi,23,عنابة,Annaba,1616147
845,الشرفة,Cheurfa,عين الباردة,Ain El Berda,23,عنابة,Annaba,1616091
846,البوني,El Bouni,البوني,El Bouni,23,عنابة,Annaba,1616108
847,العلمة,El Eulma,عين الباردة,Ain El Berda,23,عنابة,Annaba,1617600
848,الحجار,El Hadjar,الحجار,El Hadjar,23,عنابة,Annaba,1616094
849,واد العنب,Oued El Aneb,برحال,Berrahal,23,عنابة,Annaba,1616122
850,سرايدي,Seraidi,عنابة,Annaba,23,عنابة,Annaba,1616121
851,سيدي عمار,Sidi Amar,الحجار,El Hadjar,23,عنابة,Annaba,1616146
852,التريعات,Treat,برحال,Berrahal,23,عنابة,Annaba,1616127
853,عين بن بيضاء,Ain Ben Beida,بوشقوف,Bouchegouf,24,قالمة,Guelma,6537618
854,عين العربي,Ain Larbi,عين مخلوف,Ain Makhlouf,24,قالمة,Guelma,6537620
855,عين مخلوف,Ain Makhlouf,عين مخلوف,Ain Makhlouf,24,قالمة,Guelma,6537621
856,عين رقادة,Ain Regada,وادي الزناتي,Oued Zenati,24,قالمة,Guelma,6537622
857,عين صندل,Ain Sandel,خزارة,Khezaras,24,قالمة,Guelma,6537623
